order_id,order_date,customer_id,customer_age,city,state,channel,device,payment_method,category,subcategory,items,unit_price,gross_amount,discount_pct,discount_amount,shipping_speed,shipping_fee,tax_rate,tax_amount,net_amount,delivery_days,sla_days,delivered_on_time,customer_satisfaction,return_flag,return_reason,fraud_score,risk_label,order_status,month,is_delivered,is_returned,is_cancelled
ORD75386041,2025-11-09,394531,30.0,Hyderabad,Telangana,Paid Search,Android,Wallet,Books,Comics,1.0,493.88,493.88,0.0,0.0,Express,59.0,5.0,27.64,580.53,1.6,3.0,1.0,4.0,0,None,0.017,Low,Delivered,2025-11,1,0,0
ORD50027709,2025-09-03,914089,51.0,Lucknow,Uttar Pradesh,Email,iOS,NetBanking,Grocery,Fresh,3.0,165.5,496.5,10.24,50.84,Standard,29.0,5.0,23.73,498.4,4.33,7.0,1.0,4.0,0,None,0.053,Low,Delivered,2025-09,1,0,0
ORD14587998,2025-10-18,558948,41.0,Mumbai,Maharashtra,Affiliate,iOS,COD,Home,Kitchen,3.0,2241.22,6723.65,26.17,1759.71,Standard,14.5,18.0,896.12,5874.56,6.05,7.0,1.0,4.0,0,None,0.474,Medium,Delivered,2025-10,1,0,0
ORD67502179,2025-07-02,373817,42.0,Bengaluru,Karnataka,Organic,Android,COD,Electronics,Accessories,3.0,1744.18,5232.53,0.0,0.0,Express,29.5,18.0,947.17,6209.19,2.28,3.0,1.0,5.0,0,None,0.217,Low,Delivered,2025-07,1,0,0
ORD17166701,2025-08-20,134556,43.0,Bengaluru,Karnataka,Social,Web,UPI,Electronics,Mobile,3.0,2563.8,7691.41,0.0,0.0,Standard,14.5,18.0,1387.06,9092.97,4.94,7.0,1.0,4.0,0,None,0.128,Low,Delivered,2025-08,1,0,0
ORD61250758,2025-09-01,196986,50.0,Delhi,Delhi,Paid Search,iOS,UPI,Home,Decor,5.0,1366.36,6831.78,0.0,0.0,Standard,14.5,18.0,1232.33,8078.61,5.14,7.0,1.0,5.0,0,None,0.207,Low,Delivered,2025-09,1,0,0
ORD15624797,2025-11-23,607060,23.0,Bengaluru,Karnataka,Email,iOS,UPI,Electronics,Laptop,2.0,2358.67,4717.34,0.0,0.0,Standard,14.5,18.0,851.73,5583.58,6.13,7.0,1.0,3.0,0,None,0.101,Low,Delivered,2025-11,1,0,0
ORD73547368,2025-11-16,654174,22.0,Kolkata,West Bengal,Social,Android,COD,Sports,Athleisure,3.0,1046.15,3138.44,0.0,0.0,Standard,14.5,12.0,378.35,3531.3,5.1,7.0,1.0,5.0,0,None,0.167,Low,Delivered,2025-11,1,0,0
ORD25756212,2025-11-24,905847,26.0,Bengaluru,Karnataka,Referral,iOS,UPI,Books,Comics,2.0,783.66,1567.32,0.0,0.0,Standard,29.0,5.0,79.82,1676.13,4.81,7.0,1.0,4.0,0,None,0.085,Low,Delivered,2025-11,1,0,0
ORD72709513,2025-09-27,274740,38.0,Jaipur,Rajasthan,Referral,Android,UPI,Beauty,Makeup,1.0,960.66,960.66,17.65,169.58,Standard,29.0,18.0,147.61,967.7,4.17,7.0,1.0,4.0,0,None,0.168,Low,Delivered,2025-09,1,0,0
ORD31978817,2025-09-05,638130,57.0,Hyderabad,Telangana,Affiliate,iOS,Debit Card,Electronics,Laptop,2.0,3720.24,7440.48,8.4,624.75,Express,29.5,18.0,1232.14,8077.37,2.48,3.0,1.0,3.0,0,None,0.236,Low,Delivered,2025-09,1,0,0
ORD15749631,2025-10-06,176792,46.0,Pune,Maharashtra,Social,Android,Debit Card,Sports,Fitness,1.0,2917.31,2917.31,0.0,0.0,Standard,14.5,12.0,351.82,3283.63,5.42,7.0,1.0,3.0,0,None,0.11,Low,Delivered,2025-10,1,0,0
ORD87532760,2025-08-19,572127,58.0,Bengaluru,Karnataka,Paid Search,Web,Debit Card,Grocery,Beverages,4.0,2419.74,9678.97,15.27,1477.74,Standard,14.5,5.0,410.79,8626.52,6.33,7.0,1.0,4.0,0,None,0.157,Low,Delivered,2025-08,1,0,0
ORD54375297,2025-10-06,258443,36.0,Bengaluru,Karnataka,Paid Search,Android,Wallet,Home,Kitchen,3.0,2908.26,8724.77,18.97,1655.08,Standard,14.5,18.0,1275.15,8359.34,5.85,7.0,1.0,4.0,0,None,0.117,Low,Delivered,2025-10,1,0,0
ORD80586998,2025-10-31,309038,55.0,Delhi,Delhi,Referral,Web,Debit Card,Books,Comics,3.0,988.67,2966.02,11.19,331.99,Same-Day,49.5,5.0,134.18,2817.7,0.83,1.0,1.0,4.0,0,None,0.152,Low,Delivered,2025-10,1,0,0
ORD79308438,2025-12-26,474118,51.0,Hyderabad,Telangana,Affiliate,Web,COD,Electronics,Audio,3.0,4083.47,12250.42,0.0,0.0,Standard,14.5,18.0,2207.69,14472.6,4.12,7.0,1.0,4.0,0,None,0.424,Medium,Delivered,2025-12,1,0,0
ORD63462009,2025-09-06,495323,22.0,Hyderabad,Telangana,Referral,iOS,UPI,Grocery,Snacks,3.0,642.66,1927.98,0.0,0.0,Standard,29.0,5.0,97.85,2054.82,6.08,7.0,1.0,4.0,0,None,0.105,Low,Delivered,2025-09,1,0,0
ORD73137425,2025-07-21,204653,42.0,Mumbai,Maharashtra,Organic,Android,COD,Beauty,Haircare,5.0,327.41,1637.06,18.03,295.1,Standard,29.0,18.0,246.77,1617.74,5.11,7.0,1.0,4.0,0,None,0.225,Low,Delivered,2025-07,1,0,0
ORD11131756,2025-09-02,640508,47.0,Mumbai,Maharashtra,Social,Android,Debit Card,Grocery,Beverages,3.0,101.67,305.0,17.16,52.35,Standard,29.0,5.0,14.08,295.74,5.47,7.0,1.0,2.0,0,None,0.075,Low,Delivered,2025-09,1,0,0
ORD44757982,2025-11-30,460616,35.0,Lucknow,Uttar Pradesh,Social,Web,UPI,Sports,Athleisure,4.0,468.96,1875.83,0.0,0.0,Standard,29.0,12.0,228.58,2133.4,5.37,7.0,1.0,4.0,0,None,0.138,Low,Delivered,2025-11,1,0,0
ORD96105975,2025-09-21,878589,54.0,Mumbai,Maharashtra,Paid Search,iOS,COD,Grocery,Fresh,5.0,319.17,1595.85,0.0,0.0,Standard,29.0,5.0,81.24,1706.09,2.45,7.0,1.0,5.0,0,None,0.179,Low,Delivered,2025-09,1,0,0
ORD13979165,2025-09-15,647901,37.0,Bengaluru,Karnataka,Referral,iOS,COD,Books,Non-Fiction,1.0,1272.46,1272.46,0.0,0.0,Same-Day,99.0,5.0,68.57,1440.03,1.99,1.0,0.0,4.0,0,None,0.144,Low,Delivered,2025-09,1,0,0
ORD71239458,2025-09-23,893654,51.0,Delhi,Delhi,Affiliate,Android,Wallet,Home,Kitchen,5.0,2531.73,12658.67,29.81,3773.05,Standard,14.5,18.0,1602.02,10502.14,3.87,7.0,1.0,4.0,0,None,0.394,Medium,Delivered,2025-09,1,0,0
ORD57111109,2025-08-16,115533,51.0,Mumbai,Maharashtra,Organic,Web,COD,Sports,Indoor,5.0,1209.98,6049.89,18.65,1128.23,Standard,14.5,12.0,592.34,5528.5,5.39,7.0,1.0,4.0,0,None,0.18,Low,Delivered,2025-08,1,0,0
ORD58152067,2025-11-30,506735,28.0,Delhi,Delhi,Social,Android,Credit Card,Sports,Outdoor,4.0,2051.68,8206.71,0.0,0.0,Express,29.5,12.0,988.35,9224.56,4.8,3.0,0.0,4.0,0,None,0.204,Low,Delivered,2025-11,1,0,0
ORD12924119,2025-11-01,856276,21.0,Chennai,Tamil Nadu,Social,Android,UPI,Grocery,Staples,1.0,546.46,546.46,21.78,119.04,Standard,29.0,5.0,22.82,479.24,6.88,7.0,1.0,4.0,0,None,0.0,Low,Delivered,2025-11,1,0,0
ORD69361083,2025-12-23,265297,59.0,Chennai,Tamil Nadu,Referral,Android,UPI,Electronics,Laptop,1.0,1661.01,1661.01,0.0,0.0,Standard,29.0,18.0,304.2,1994.22,5.14,7.0,1.0,4.0,0,None,0.079,Low,Delivered,2025-12,1,0,0
ORD63297352,2025-07-19,299320,57.0,Pune,Maharashtra,Affiliate,iOS,COD,Grocery,Snacks,1.0,582.39,582.39,0.0,0.0,Standard,29.0,5.0,30.57,641.96,4.12,7.0,1.0,4.0,0,None,0.341,Medium,Delivered,2025-07,1,0,0
ORD92921462,2025-11-09,736635,62.0,Bengaluru,Karnataka,Email,Web,Wallet,Books,Academic,4.0,948.34,3793.35,0.0,0.0,Standard,14.5,5.0,190.39,3998.24,7.36,7.0,0.0,4.0,0,None,0.095,Low,Delivered,2025-11,1,0,0
ORD50408634,2025-07-15,115991,20.0,Bengaluru,Karnataka,Affiliate,Web,COD,Beauty,Haircare,3.0,2540.35,7621.06,0.0,0.0,Standard,14.5,18.0,1374.4,9009.96,5.26,7.0,1.0,5.0,0,None,0.296,Medium,Delivered,2025-07,1,0,0
ORD67741934,2025-07-17,955511,50.0,Kolkata,West Bengal,Referral,Android,Wallet,Fashion,Men,2.0,1148.63,2297.27,0.0,0.0,Express,29.5,12.0,279.21,2605.98,2.27,3.0,1.0,3.0,0,None,0.151,Low,Delivered,2025-07,1,0,0
ORD24350249,2025-12-03,947961,24.0,Mumbai,Maharashtra,Social,Android,NetBanking,Sports,Fitness,3.0,3807.75,11423.25,0.0,0.0,Standard,14.5,12.0,1372.53,12810.28,5.12,7.0,1.0,4.0,0,None,0.209,Low,Delivered,2025-12,1,0,0
ORD70448631,2025-09-01,962111,40.0,Mumbai,Maharashtra,Social,Web,UPI,Home,Furniture,3.0,1760.89,5282.68,0.0,0.0,Standard,14.5,18.0,953.49,6250.68,4.32,7.0,1.0,5.0,0,None,0.061,Low,Delivered,2025-09,1,0,0
ORD36311735,2025-08-28,801899,56.0,Delhi,Delhi,Referral,iOS,UPI,Sports,Athleisure,2.0,5392.56,10785.11,25.7,2771.98,Standard,14.5,12.0,963.32,8990.95,5.84,7.0,1.0,4.0,0,None,0.233,Low,Delivered,2025-08,1,0,0
ORD21130739,2025-08-04,996086,29.0,Pune,Maharashtra,Affiliate,Android,Credit Card,Grocery,Snacks,4.0,324.41,1297.63,0.0,0.0,Standard,29.0,5.0,66.33,1392.96,4.35,7.0,1.0,4.0,0,None,0.236,Low,Delivered,2025-08,1,0,0
ORD95817276,2025-07-20,976724,35.0,Bengaluru,Karnataka,Affiliate,Android,Wallet,Beauty,Haircare,3.0,1139.19,3417.57,0.0,0.0,Same-Day,49.5,18.0,624.07,4091.14,0.91,1.0,1.0,5.0,0,None,0.182,Low,Delivered,2025-07,1,0,0
ORD28053487,2025-10-31,327010,41.0,Jaipur,Rajasthan,Email,iOS,UPI,Electronics,Accessories,3.0,4097.64,12292.93,0.0,0.0,Standard,14.5,18.0,2215.34,14522.77,4.45,7.0,1.0,4.0,0,None,0.033,Low,Delivered,2025-10,1,0,0
ORD81250847,2025-10-05,238803,39.0,Mumbai,Maharashtra,Organic,Web,COD,Beauty,Makeup,5.0,1815.27,9076.37,0.0,0.0,Standard,14.5,18.0,1636.36,10727.22,4.62,7.0,1.0,4.0,0,None,0.199,Low,Delivered,2025-10,1,0,0
ORD31364132,2025-10-19,853230,18.0,Lucknow,Uttar Pradesh,Email,iOS,NetBanking,Grocery,Fresh,5.0,948.04,4740.19,0.0,0.0,Standard,14.5,5.0,237.73,4992.43,6.49,7.0,1.0,3.0,0,None,0.081,Low,Delivered,2025-10,1,0,0
ORD13570196,2025-07-29,509461,35.0,Mumbai,Maharashtra,Organic,Android,UPI,Grocery,Staples,4.0,253.64,1014.54,0.0,0.0,Express,59.0,5.0,53.68,1127.22,1.61,3.0,1.0,4.0,0,None,0.19,Low,Delivered,2025-07,1,0,0
ORD54489112,2025-12-28,146533,57.0,Hyderabad,Maharashtra,Affiliate,Web,COD,Electronics,Accessories,5.0,2909.06,14545.31,0.0,0.0,Standard,14.5,18.0,2620.77,17180.58,3.41,7.0,1.0,4.0,0,None,0.396,Medium,Delivered,2025-12,1,0,0
ORD81270821,2025-07-02,501608,22.0,Delhi,Delhi,Organic,Android,Debit Card,Grocery,Snacks,2.0,1449.15,2898.29,11.01,319.03,Standard,14.5,5.0,129.69,2723.45,5.03,7.0,1.0,5.0,0,None,0.022,Low,Delivered,2025-07,1,0,0
ORD57179421,2025-09-21,113534,34.0,Ahmedabad,Gujarat,Organic,Web,Wallet,Fashion,Footwear,2.0,1267.21,2534.43,0.0,0.0,Express,29.5,12.0,307.67,2871.6,2.2,3.0,1.0,4.0,0,None,0.064,Low,Delivered,2025-09,1,0,0
ORD27958327,2025-10-05,619772,46.0,Delhi,Delhi,Paid Search,Android,Credit Card,Home,Furniture,5.0,3442.23,17211.17,0.0,0.0,Standard,14.5,18.0,3100.62,20326.29,5.9,7.0,1.0,5.0,0,None,0.252,Medium,Delivered,2025-10,1,0,0
ORD25573100,2025-07-20,706389,36.0,Ahmedabad,Gujarat,Email,Android,Credit Card,Home,Appliances,5.0,1221.12,6105.58,0.0,0.0,Standard,14.5,18.0,1101.61,7221.7,4.1,7.0,1.0,4.0,0,None,0.042,Low,Delivered,2025-07,1,0,0
ORD11096326,2025-10-15,143848,50.0,Kolkata,West Bengal,Affiliate,iOS,UPI,Home,Appliances,1.0,1921.71,1921.71,19.13,367.67,Express,59.0,18.0,290.35,1903.39,2.84,3.0,1.0,4.0,0,None,0.236,Low,Delivered,2025-10,1,0,0
ORD29873788,2025-10-19,207893,30.0,Chennai,Tamil Nadu,Affiliate,Android,Debit Card,Beauty,Haircare,1.0,541.76,541.76,0.0,0.0,Express,59.0,18.0,108.14,708.9,3.1,3.0,0.0,4.0,0,None,0.157,Low,Delivered,2025-10,1,0,0
ORD53721762,2025-10-06,914430,26.0,Mumbai,Maharashtra,Social,Android,Wallet,Electronics,Laptop,1.0,5824.42,5824.42,0.0,0.0,Express,29.5,18.0,1053.71,6907.62,2.44,3.0,1.0,5.0,0,None,0.081,Low,Delivered,2025-10,1,0,0
ORD56417940,2025-09-06,449523,61.0,Mumbai,Maharashtra,Referral,iOS,COD,Grocery,Beverages,4.0,675.15,2700.59,28.12,759.4,Same-Day,49.5,5.0,99.53,2090.22,2.32,1.0,0.0,4.0,0,None,0.21,Low,Delivered,2025-09,1,0,0
ORD10017126,2025-12-19,145553,53.0,Lucknow,Uttar Pradesh,Paid Search,Web,COD,Electronics,Mobile,2.0,6860.27,13720.54,0.0,0.0,Standard,14.5,18.0,2472.31,16207.34,5.89,7.0,1.0,4.0,0,None,0.246,Low,Delivered,2025-12,1,0,0
ORD44056803,2025-08-02,111207,32.0,Jaipur,Rajasthan,Referral,Web,UPI,Sports,Fitness,5.0,825.77,4128.85,0.0,0.0,Express,29.5,12.0,499.0,4657.36,0.93,3.0,1.0,4.0,0,None,0.085,Low,Delivered,2025-08,1,0,0
ORD43897096,2025-11-14,459443,22.0,Bengaluru,Karnataka,Social,Android,COD,Beauty,Haircare,2.0,1081.8,2163.6,0.0,0.0,Express,29.5,18.0,394.76,2587.85,3.59,3.0,0.0,4.0,0,None,0.161,Low,Delivered,2025-11,1,0,0
ORD26669486,2025-09-07,178112,38.0,Mumbai,Maharashtra,Affiliate,Android,UPI,Home,Kitchen,1.0,2224.56,2224.56,0.0,0.0,Standard,14.5,18.0,403.03,2642.09,4.45,7.0,1.0,4.0,0,None,0.299,Medium,Delivered,2025-09,1,0,0
ORD53895907,2025-09-10,221246,54.0,Bengaluru,Karnataka,Paid Search,iOS,UPI,Books,Non-Fiction,1.0,156.39,156.39,29.55,46.21,Same-Day,99.0,5.0,10.46,219.64,1.02,1.0,0.0,4.0,0,None,0.262,Medium,Delivered,2025-09,1,0,0
ORD23341248,2025-08-13,287790,46.0,Mumbai,Maharashtra,Paid Search,iOS,Wallet,Grocery,Snacks,5.0,580.57,2902.83,0.0,0.0,Express,29.5,5.0,146.62,3078.95,1.58,3.0,1.0,4.0,0,None,0.057,Low,Delivered,2025-08,1,0,0
ORD97985736,2025-11-02,731859,50.0,Mumbai,Maharashtra,Social,Android,COD,Grocery,Beverages,2.0,915.85,1831.7,15.77,288.94,Express,59.0,5.0,80.09,1681.85,4.91,3.0,0.0,3.0,0,None,0.131,Low,Delivered,2025-11,1,0,0
ORD61046414,2025-08-06,599019,42.0,Ahmedabad,Gujarat,Referral,Web,COD,Electronics,Accessories,5.0,8303.46,41517.3,9.62,3994.6,Standard,14.5,18.0,6756.7,44293.9,4.74,7.0,1.0,4.0,0,None,0.301,Medium,Delivered,2025-08,1,0,0
ORD19213200,2025-09-07,797905,60.0,Bengaluru,Karnataka,Social,Web,Wallet,Beauty,Haircare,3.0,784.6,2353.79,32.36,761.65,Standard,14.5,18.0,289.2,1895.84,4.99,7.0,1.0,4.0,0,None,0.165,Low,Delivered,2025-09,1,0,0
ORD86960560,2025-09-27,398746,23.0,Ahmedabad,Gujarat,Referral,Android,UPI,Home,Appliances,1.0,3471.93,3471.93,0.0,0.0,Same-Day,49.5,18.0,633.86,4155.29,1.69,1.0,0.0,5.0,0,None,0.077,Low,Delivered,2025-09,1,0,0
ORD34656211,2025-07-02,171249,56.0,Lucknow,Uttar Pradesh,Social,Web,UPI,Grocery,Fresh,2.0,607.41,1214.82,0.0,0.0,Same-Day,99.0,5.0,65.69,1379.51,0.36,1.0,1.0,3.0,0,None,0.151,Low,Delivered,2025-07,1,0,0
ORD67854059,2025-11-27,607470,41.0,Mumbai,Maharashtra,Email,iOS,UPI,Electronics,Laptop,1.0,2304.1,2304.1,0.0,0.0,Standard,14.5,18.0,417.35,2735.94,5.37,7.0,1.0,5.0,0,None,0.079,Low,Delivered,2025-11,1,0,0
ORD34543260,2025-08-30,969504,57.0,Delhi,Delhi,Referral,Android,Debit Card,Beauty,Skincare,1.0,488.55,488.55,0.0,0.0,Standard,29.0,18.0,93.16,610.71,4.33,7.0,,4.0,0,None,0.065,Low,Cancelled,2025-08,0,0,1
ORD16907648,2025-12-10,684075,31.0,Hyderabad,Telangana,Affiliate,iOS,Credit Card,Fashion,Men,5.0,1168.82,5844.08,0.0,0.0,Standard,14.5,12.0,703.03,6561.61,5.4,7.0,1.0,3.0,1,Wrong Item,0.165,Low,Returned,2025-12,0,1,0
ORD90888157,2025-10-28,319810,63.0,Mumbai,Maharashtra,Organic,Android,UPI,Grocery,Beverages,4.0,395.27,1581.1,0.0,0.0,Standard,29.0,5.0,80.5,1690.6,4.5,7.0,1.0,5.0,0,None,0.056,Low,Delivered,2025-10,1,0,0
ORD39913143,2025-08-17,103028,63.0,Pune,Maharashtra,Affiliate,Android,Credit Card,Electronics,Audio,1.0,3674.0,3674.0,0.0,0.0,Standard,14.5,18.0,663.93,4352.43,5.55,7.0,1.0,5.0,0,None,0.253,Medium,Delivered,2025-08,1,0,0
ORD60553252,2025-10-30,172410,57.0,Hyderabad,Telangana,Social,Web,Debit Card,Home,Kitchen,3.0,1748.4,5245.21,0.0,0.0,Same-Day,49.5,18.0,953.05,6247.76,3.45,1.0,0.0,4.0,0,None,0.109,Low,Delivered,2025-10,1,0,0
ORD89250225,2025-09-21,862928,32.0,Bengaluru,Karnataka,Paid Search,iOS,NetBanking,Fashion,Footwear,2.0,1348.75,2697.5,0.0,0.0,Standard,14.5,12.0,325.44,3037.44,4.61,7.0,1.0,5.0,0,None,0.086,Low,Delivered,2025-09,1,0,0
ORD35963788,2025-09-28,362206,55.0,Ahmedabad,Gujarat,Email,Android,Credit Card,Home,Kitchen,4.0,1223.78,4895.1,0.0,0.0,Express,29.5,18.0,886.43,5811.03,0.3,3.0,1.0,4.0,0,None,0.091,Low,Delivered,2025-09,1,0,0
ORD66688432,2025-12-03,151970,58.0,Mumbai,Maharashtra,Paid Search,iOS,UPI,Books,Comics,1.0,1386.96,1386.96,0.0,0.0,Standard,29.0,5.0,70.8,1486.76,5.2,7.0,1.0,4.0,0,None,0.135,Low,Delivered,2025-12,1,0,0
ORD98461958,2025-10-26,404901,27.0,Bengaluru,Karnataka,Organic,Web,NetBanking,Sports,Outdoor,2.0,551.3,1102.59,0.0,0.0,Standard,29.0,12.0,135.79,1267.38,5.29,7.0,1.0,3.0,0,None,0.074,Low,Delivered,2025-10,1,0,0
ORD80755133,2025-12-29,885748,30.0,Lucknow,Uttar Pradesh,Paid Search,iOS,NetBanking,Sports,Fitness,4.0,1434.61,5738.45,8.94,513.27,Standard,14.5,12.0,628.76,5868.44,4.86,7.0,1.0,4.0,0,None,0.1,Low,Delivered,2025-12,1,0,0
ORD27934157,2025-12-18,480676,53.0,Bengaluru,Karnataka,Email,Web,UPI,Books,Academic,4.0,536.44,2145.76,12.23,262.41,Standard,14.5,5.0,94.89,1992.74,5.99,7.0,1.0,4.0,0,None,0.053,Low,Delivered,2025-12,1,0,0
ORD10532059,2025-12-04,978453,56.0,Bengaluru,Karnataka,Affiliate,Web,UPI,Fashion,Kids,5.0,1113.85,5569.24,0.0,0.0,Express,29.5,12.0,671.85,6270.59,2.67,3.0,1.0,4.0,0,None,0.278,Medium,Delivered,2025-12,1,0,0
ORD77116259,2025-09-24,551895,47.0,Mumbai,Maharashtra,Email,Android,COD,Home,Kitchen,5.0,1383.03,6915.17,0.0,0.0,Standard,14.5,18.0,1247.34,8177.01,4.34,7.0,1.0,5.0,0,None,0.281,Medium,Delivered,2025-09,1,0,0
ORD99472115,2025-09-29,913167,43.0,Mumbai,Maharashtra,Referral,Web,Wallet,Electronics,Laptop,4.0,1524.52,6098.08,0.0,0.0,Same-Day,49.5,18.0,1106.56,7254.14,2.89,1.0,0.0,4.0,0,None,0.035,Low,Delivered,2025-09,1,0,0
ORD58649016,2025-12-10,281281,63.0,Delhi,Delhi,Affiliate,iOS,UPI,Fashion,Kids,2.0,1369.59,2739.19,24.99,684.6,Standard,14.5,12.0,248.29,2317.37,6.16,7.0,1.0,4.0,0,None,0.171,Low,Delivered,2025-12,1,0,0
ORD96865341,2025-12-08,587956,34.0,Pune,Maharashtra,Social,Web,WALLET,Grocery,Beverages,5.0,402.04,2010.22,22.68,455.88,Same-Day,49.5,5.0,80.19,1684.02,0.3,1.0,1.0,4.0,0,None,0.067,Low,Delivered,2025-12,1,0,0
ORD15514666,2025-09-07,528881,51.0,Delhi,Delhi,Paid Search,Android,Debit Card,Home,Furniture,4.0,2718.08,10872.33,0.0,0.0,Standard,14.5,18.0,1959.63,12846.46,5.02,7.0,1.0,4.0,0,None,0.17,Low,Delivered,2025-09,1,0,0
ORD94335986,2025-11-08,792698,62.0,Hyderabad,Telangana,Affiliate,Android,UPI,Sports,Indoor,5.0,605.31,3026.53,6.62,200.31,Standard,14.5,12.0,340.89,3181.61,4.22,7.0,1.0,4.0,0,None,0.291,Medium,Delivered,2025-11,1,0,0
ORD41138326,2025-10-19,221449,30.0,Bengaluru,Karnataka,Paid Search,Android,UPI,Beauty,Makeup,4.0,2056.43,8225.74,0.0,0.0,Standard,14.5,18.0,1483.24,9723.48,6.27,7.0,1.0,4.0,0,None,0.157,Low,Delivered,2025-10,1,0,0
ORD71232193,2025-07-21,255413,21.0,Delhi,Delhi,Email,iOS,COD,Home,Appliances,5.0,2105.47,10527.35,0.0,0.0,Standard,14.5,18.0,1897.53,12439.38,5.74,7.0,1.0,4.0,1,Wrong Item,0.25,Medium,Returned,2025-07,0,1,0
ORD54183470,2025-07-23,300813,25.0,Jaipur,Rajasthan,Email,Web,Credit Card,Grocery,Snacks,3.0,84.46,253.39,0.0,0.0,Standard,29.0,5.0,14.12,296.51,2.51,7.0,1.0,4.0,0,None,0.063,Low,Delivered,2025-07,1,0,0
ORD35742572,2025-07-16,943382,49.0,Kolkata,West Bengal,Email,Web,UPI,Sports,Fitness,5.0,1664.12,8320.58,0.0,0.0,Same-Day,49.5,12.0,1004.41,9374.48,0.3,1.0,1.0,5.0,1,Late Delivery,0.186,Low,Returned,2025-07,0,1,0
ORD12585866,2025-08-17,907106,31.0,Pune,Maharashtra,Email,iOS,Wallet,Fashion,Men,2.0,925.67,1851.35,17.78,329.13,Express,59.0,12.0,189.75,1770.97,2.55,3.0,1.0,4.0,0,None,0.065,Low,Delivered,2025-08,1,0,0
ORD14412106,2025-12-20,120996,51.0,Mumbai,Maharashtra,Email,Android,Credit Card,Grocery,Fresh,1.0,241.28,241.28,0.0,0.0,Standard,29.0,5.0,13.51,283.8,6.18,7.0,1.0,4.0,0,None,0.061,Low,Delivered,2025-12,1,0,0
ORD63433910,2025-08-28,479318,40.0,Hyderabad,Telangana,Referral,Android,NetBanking,Grocery,Beverages,2.0,886.13,1772.26,0.0,0.0,Standard,29.0,5.0,90.06,1891.32,5.06,7.0,1.0,4.0,0,None,0.074,Low,Delivered,2025-08,1,0,0
ORD64319678,2025-12-18,596330,58.0,Ahmedabad,Gujarat,Affiliate,Web,UPI,Home,Furniture,3.0,3668.56,11005.69,0.0,0.0,Standard,14.5,18.0,1983.63,13003.83,4.23,7.0,1.0,4.0,0,None,0.283,Medium,Delivered,2025-12,1,0,0
ORD76348484,2025-09-20,902685,48.0,Ahmedabad,Gujarat,Referral,iOS,UPI,Grocery,Beverages,4.0,543.06,2172.24,0.0,0.0,Express,29.5,5.0,110.09,2311.83,1.87,3.0,1.0,5.0,0,None,0.09,Low,Delivered,2025-09,1,0,0
ORD98129184,2025-09-23,515069,45.0,Pune,Maharashtra,Social,Web,UPI,Sports,Fitness,3.0,1564.9,4694.7,0.0,0.0,Express,29.5,12.0,566.9,5291.11,2.78,3.0,1.0,3.0,1,Wrong Item,0.096,Low,Returned,2025-09,0,1,0
ORD60803228,2025-08-17,794799,28.0,Delhi,Delhi,Email,Android,COD,Grocery,Fresh,3.0,594.02,1782.07,0.0,0.0,Standard,29.0,5.0,90.55,1901.62,5.42,7.0,1.0,4.0,0,None,0.221,Low,Delivered,2025-08,1,0,0
ORD41136743,2025-10-30,817205,33.0,Bengaluru,Karnataka,Paid Search,Android,Debit Card,Home,Appliances,1.0,923.67,923.67,0.0,0.0,Unknown,29.0,18.0,171.48,1124.15,4.35,7.0,1.0,5.0,0,None,0.036,Low,Delivered,2025-10,1,0,0
ORD51240688,2025-10-17,560804,41.0,Bengaluru,Karnataka,Affiliate,Web,Wallet,Electronics,Audio,5.0,3889.14,19445.72,34.72,6752.31,Standard,14.5,18.0,2287.42,14995.34,6.46,7.0,1.0,5.0,0,None,0.407,Medium,Delivered,2025-10,1,0,0
ORD34142977,2025-08-26,770529,20.0,Bengaluru,Karnataka,Referral,Android,UPI,Fashion,Women,2.0,2370.25,4740.51,0.0,0.0,Standard,14.5,12.0,570.6,5325.61,7.07,7.0,0.0,4.0,1,Size Issue,0.157,Low,Returned,2025-08,0,1,0
ORD94227084,2025-11-22,163549,32.0,Delhi,Delhi,Social,Android,Wallet,Electronics,Mobile,1.0,6201.54,6201.54,0.0,0.0,Standard,14.5,18.0,1118.89,7334.93,3.51,7.0,1.0,4.0,0,None,0.154,Low,Delivered,2025-11,1,0,0
ORD50271106,2025-11-07,397160,62.0,Bengaluru,Karnataka,Referral,iOS,Credit Card,Electronics,Laptop,1.0,1963.91,1963.91,0.0,0.0,Standard,29.0,18.0,358.72,2351.64,4.51,7.0,1.0,3.0,0,None,0.107,Low,Delivered,2025-11,1,0,0
ORD69697771,2025-11-08,868067,55.0,Delhi,Delhi,Affiliate,iOS,NetBanking,Books,Academic,1.0,664.47,664.47,15.09,100.28,Express,59.0,5.0,31.16,654.35,5.21,3.0,0.0,4.0,1,Size Issue,0.231,Low,Returned,2025-11,0,1,0
ORD76184034,2025-09-21,247175,29.0,Chennai,Tamil Nadu,Referral,Web,Credit Card,Home,Kitchen,5.0,1186.4,5931.99,0.0,0.0,Standard,14.5,18.0,1070.37,7016.85,4.33,7.0,,4.0,0,None,0.161,Low,Cancelled,2025-09,0,0,1
